idx, tickerID, time, open, high, low, close, volume, wap, count, green, median
56.0, 1000.0, 1538061785.0, 169.54, 169.55, 169.44, 169.48, 180.0, 169.48, 97.0, 0, 169.54
57.0, 1000.0, 1538061790.0, 169.49, 169.51, 169.47, 169.49, 39.0, 169.49, 33.0, 0, 169.54
58.0, 1000.0, 1538061795.0, 169.48, 169.49, 169.45, 169.46, 43.0, 169.47, 19.0, 0, 169.54
59.0, 1000.0, 1538061800.0, 169.47, 169.49, 169.45, 169.49, 27.0, 169.47, 20.0, 1, 169.54
60.0, 1000.0, 1538061805.0, 169.49, 169.52, 169.48, 169.52, 173.0, 169.5, 35.0, 1, 169.54
61.0, 1000.0, 1538061810.0, 169.51, 169.55, 169.51, 169.55, 79.0, 169.53, 22.0, 1, 169.54
62.0, 1000.0, 1538061815.0, 169.56, 169.6, 169.55, 169.58, 108.0, 169.58, 53.0, 1, 169.54
63.0, 1000.0, 1538061820.0, 169.6, 169.63, 169.59, 169.6, 18.0, 169.61, 12.0, 0, 169.54
64.0, 1000.0, 1538061825.0, 169.63, 169.64, 169.6, 169.63, 114.0, 169.62, 31.0, 0, 169.54
65.0, 1000.0, 1538061830.0, 169.62, 169.62, 169.61, 169.61, 45.0, 169.61, 21.0, 0, 169.54
66.0, 1000.0, 1538061835.0, 169.64, 169.64, 169.57, 169.59, 45.0, 169.61, 31.0, 0, 169.54
67.0, 1000.0, 1538061840.0, 169.6, 169.64, 169.6, 169.64, 6.0, 169.63, 6.0, 1, 169.73
68.0, 1000.0, 1538061845.0, 169.63, 169.65, 169.63, 169.65, 13.0, 169.64, 13.0, 1, 169.73
69.0, 1000.0, 1538061850.0, 169.66, 169.72, 169.66, 169.72, 51.0, 169.68, 19.0, 1, 169.73
70.0, 1000.0, 1538061855.0, 169.72, 169.74, 169.7, 169.73, 65.0, 169.72, 34.0, 1, 169.73
71.0, 1000.0, 1538061860.0, 169.73, 169.76, 169.72, 169.75, 31.0, 169.75, 17.0, 1, 169.73
72.0, 1000.0, 1538061865.0, 169.74, 169.77, 169.74, 169.77, 22.0, 169.75, 21.0, 1, 169.73
73.0, 1000.0, 1538061870.0, 169.79, 169.8, 169.77, 169.77, 53.0, 169.79, 31.0, 0, 169.73
74.0, 1000.0, 1538061875.0, 169.78, 169.79, 169.75, 169.75, 14.0, 169.77, 12.0, 0, 169.73
75.0, 1000.0, 1538061880.0, 169.74, 169.76, 169.73, 169.75, 15.0, 169.75, 13.0, 1, 169.73
76.0, 1000.0, 1538061885.0, 169.75, 169.76, 169.74, 169.74, 10.0, 169.75, 10.0, 0, 169.73
77.0, 1000.0, 1538061890.0, 169.76, 169.78, 169.76, 169.76, 56.0, 169.77, 18.0, 0, 169.73
78.0, 1000.0, 1538061895.0, 169.75, 169.75, 169.72, 169.73, 18.0, 169.73, 16.0, 0, 169.73
79.0, 1000.0, 1538061900.0, 169.74, 169.74, 169.72, 169.72, 15.0, 169.73, 13.0, 0, 169.73
80.0, 1000.0, 1538061905.0, 169.72, 169.74, 169.71, 169.72, 52.0, 169.72, 12.0, 0, 169.73
81.0, 1000.0, 1538061910.0, 169.73, 169.74, 169.7, 169.72, 15.0, 169.72, 13.0, 0, 169.73
82.0, 1000.0, 1538061915.0, 169.72, 169.74, 169.72, 169.74, 43.0, 169.73, 15.0, 1, 169.73
83.0, 1000.0, 1538061920.0, 169.73, 169.79, 169.73, 169.78, 40.0, 169.76, 24.0, 1, 169.73
84.0, 1000.0, 1538061925.0, 169.78, 169.8, 169.77, 169.78, 28.0, 169.78, 24.0, 0, 169.73
85.0, 1000.0, 1538061930.0, 169.79, 169.8, 169.73, 169.73, 63.0, 169.78, 26.0, 0, 169.73
86.0, 1000.0, 1538061935.0, 169.76, 169.76, 169.74, 169.74, 5.0, 169.75, 5.0, 0, 169.73
87.0, 1000.0, 1538061940.0, 169.73, 169.73, 169.7, 169.72, 20.0, 169.72, 18.0, 0, 169.73
88.0, 1000.0, 1538061945.0, 169.71, 169.73, 169.7, 169.72, 30.0, 169.71, 13.0, 1, 169.73
89.0, 1000.0, 1538061950.0, 169.71, 169.72, 169.69, 169.7, 40.0, 169.71, 32.0, 0, 169.73
90.0, 1000.0, 1538061955.0, 169.7, 169.7, 169.63, 169.65, 44.0, 169.65, 25.0, 0, 169.73
91.0, 1000.0, 1538061960.0, 169.64, 169.65, 169.59, 169.61, 64.0, 169.63, 19.0, 0, 169.66
92.0, 1000.0, 1538061965.0, 169.61, 169.61, 169.57, 169.58, 46.0, 169.6, 42.0, 0, 169.66
93.0, 1000.0, 1538061970.0, 169.57, 169.81, 169.57, 169.77, 163.0, 169.72, 113.0, 1, 169.66
94.0, 1000.0, 1538061975.0, 169.75, 169.78, 169.71, 169.71, 84.0, 169.75, 39.0, 0, 169.66
95.0, 1000.0, 1538061980.0, 169.7, 169.72, 169.68, 169.71, 34.0, 169.7, 20.0, 1, 169.66
96.0, 1000.0, 1538061985.0, 169.7, 169.71, 169.68, 169.68, 26.0, 169.7, 23.0, 0, 169.66
97.0, 1000.0, 1538061990.0, 169.67, 169.68, 169.67, 169.68, 11.0, 169.67, 9.0, 1, 169.66
98.0, 1000.0, 1538062000.0, 169.67, 169.67, 169.62, 169.62, 15.0, 169.64, 11.0, 0, 169.66
99.0, 1000.0, 1538062005.0, 169.64, 169.65, 169.62, 169.63, 36.0, 169.63, 10.0, 0, 169.66
100.0, 1000.0, 1538062010.0, 169.65, 169.65, 169.6, 169.61, 45.0, 169.62, 16.0, 0, 169.66
101.0, 1000.0, 1538062015.0, 169.61, 169.63, 169.58, 169.58, 37.0, 169.6, 23.0, 0, 169.66
102.0, 1000.0, 1538062020.0, 169.59, 169.62, 169.58, 169.58, 41.0, 169.59, 40.0, 0, 169.53
103.0, 1000.0, 1538062025.0, 169.58, 169.59, 169.55, 169.59, 62.0, 169.57, 48.0, 1, 169.53
104.0, 1000.0, 1538062030.0, 169.6, 169.6, 169.55, 169.56, 30.0, 169.57, 20.0, 0, 169.53
105.0, 1000.0, 1538062035.0, 169.53, 169.56, 169.52, 169.55, 23.0, 169.55, 22.0, 1, 169.53
106.0, 1000.0, 1538062040.0, 169.56, 169.57, 169.53, 169.53, 33.0, 169.56, 17.0, 0, 169.53
107.0, 1000.0, 1538062045.0, 169.54, 169.55, 169.51, 169.52, 59.0, 169.53, 44.0, 0, 169.53
108.0, 1000.0, 1538062050.0, 169.52, 169.53, 169.51, 169.53, 68.0, 169.52, 40.0, 1, 169.53
109.0, 1000.0, 1538062055.0, 169.53, 169.53, 169.51, 169.52, 19.0, 169.52, 10.0, 0, 169.53
110.0, 1000.0, 1538062060.0, 169.52, 169.54, 169.51, 169.53, 14.0, 169.53, 13.0, 1, 169.53
111.0, 1000.0, 1538062065.0, 169.51, 169.52, 169.5, 169.51, 13.0, 169.51, 5.0, 0, 169.53
112.0, 1000.0, 1538062070.0, 169.5, 169.5, 169.46, 169.46, 109.0, 169.49, 40.0, 0, 169.53
113.0, 1000.0, 1538062075.0, 169.47, 169.49, 169.47, 169.47, 22.0, 169.48, 21.0, 0, 169.53
114.0, 1000.0, 1538062080.0, 169.47, 169.47, 169.44, 169.45, 56.0, 169.45, 29.0, 0, 169.43
115.0, 1000.0, 1538062085.0, 169.46, 169.47, 169.44, 169.46, 13.0, 169.46, 8.0, 0, 169.43
116.0, 1000.0, 1538062090.0, 169.47, 169.48, 169.45, 169.46, 36.0, 169.47, 25.0, 0, 169.43
117.0, 1000.0, 1538062095.0, 169.47, 169.47, 169.45, 169.45, 14.0, 169.46, 12.0, 0, 169.43
118.0, 1000.0, 1538062100.0, 169.46, 169.46, 169.4, 169.43, 71.0, 169.42, 50.0, 0, 169.43
119.0, 1000.0, 1538062105.0, 169.43, 169.43, 169.42, 169.43, 13.0, 169.42, 11.0, 0, 169.43
120.0, 1000.0, 1538062110.0, 169.44, 169.44, 169.42, 169.43, 22.0, 169.43, 18.0, 0, 169.43
121.0, 1000.0, 1538062115.0, 169.42, 169.43, 169.34, 169.34, 64.0, 169.38, 35.0, 0, 169.43
122.0, 1000.0, 1538062120.0, 169.36, 169.4, 169.36, 169.39, 157.0, 169.38, 32.0, 1, 169.43
123.0, 1000.0, 1538062125.0, 169.41, 169.42, 169.38, 169.38, 105.0, 169.4, 54.0, 0, 169.43
124.0, 1000.0, 1538062130.0, 169.38, 169.41, 169.38, 169.41, 43.0, 169.4, 8.0, 1, 169.43
125.0, 1000.0, 1538062135.0, 169.41, 169.5, 169.41, 169.5, 81.0, 169.46, 44.0, 1, 169.43
126.0, 1000.0, 1538062140.0, 169.5, 169.63, 169.49, 169.58, 152.0, 169.55, 92.0, 1, 169.52
127.0, 1000.0, 1538062145.0, 169.55, 169.55, 169.53, 169.54, 93.0, 169.54, 35.0, 0, 169.52
128.0, 1000.0, 1538062150.0, 169.55, 169.55, 169.52, 169.54, 50.0, 169.55, 12.0, 0, 169.52
129.0, 1000.0, 1538062155.0, 169.54, 169.54, 169.5, 169.52, 64.0, 169.51, 20.0, 0, 169.52
130.0, 1000.0, 1538062160.0, 169.53, 169.54, 169.51, 169.54, 28.0, 169.52, 20.0, 1, 169.52
131.0, 1000.0, 1538062165.0, 169.55, 169.56, 169.54, 169.54, 53.0, 169.55, 16.0, 0, 169.52
132.0, 1000.0, 1538062170.0, 169.54, 169.55, 169.54, 169.55, 14.0, 169.54, 5.0, 1, 169.52
133.0, 1000.0, 1538062175.0, 169.54, 169.54, 169.5, 169.5, 17.0, 169.51, 13.0, 0, 169.52
134.0, 1000.0, 1538062180.0, 169.5, 169.5, 169.46, 169.46, 12.0, 169.48, 8.0, 0, 169.52
135.0, 1000.0, 1538062185.0, 169.46, 169.49, 169.45, 169.48, 25.0, 169.46, 14.0, 1, 169.52
136.0, 1000.0, 1538062190.0, 169.48, 169.52, 169.48, 169.52, 108.0, 169.51, 15.0, 1, 169.52
137.0, 1000.0, 1538062195.0, 169.52, 169.52, 169.47, 169.49, 12.0, 169.5, 10.0, 0, 169.52
138.0, 1000.0, 1538062200.0, 169.49, 169.57, 169.48, 169.53, 30.0, 169.54, 21.0, 1, 169.47
139.0, 1000.0, 1538062205.0, 169.53, 169.54, 169.52, 169.54, 9.0, 169.53, 7.0, 1, 169.47
