idx, tickerID, time, open, high, low, close, volume, wap, count, green, median
41.0, 1000.0, 1538061710.0, 169.6, 169.6, 169.54, 169.56, 89.0, 169.57, 45.0, 0, 169.64
42.0, 1000.0, 1538061715.0, 169.59, 169.61, 169.59, 169.61, 78.0, 169.61, 18.0, 1, 169.64
43.0, 1000.0, 1538061720.0, 169.61, 169.61, 169.58, 169.59, 30.0, 169.6, 16.0, 0, 169.57
44.0, 1000.0, 1538061725.0, 169.58, 169.59, 169.55, 169.59, 40.0, 169.57, 18.0, 1, 169.57
45.0, 1000.0, 1538061730.0, 169.59, 169.59, 169.56, 169.57, 29.0, 169.57, 21.0, 0, 169.57
46.0, 1000.0, 1538061735.0, 169.58, 169.59, 169.57, 169.58, 18.0, 169.58, 8.0, 0, 169.57
47.0, 1000.0, 1538061740.0, 169.59, 169.59, 169.58, 169.58, 41.0, 169.58, 26.0, 0, 169.57
48.0, 1000.0, 1538061745.0, 169.57, 169.58, 169.55, 169.55, 19.0, 169.56, 13.0, 0, 169.57
49.0, 1000.0, 1538061750.0, 169.56, 169.57, 169.55, 169.55, 13.0, 169.56, 9.0, 0, 169.57
50.0, 1000.0, 1538061755.0, 169.55, 169.57, 169.55, 169.55, 32.0, 169.55, 12.0, 0, 169.57
51.0, 1000.0, 1538061760.0, 169.54, 169.56, 169.54, 169.56, 30.0, 169.56, 15.0, 1, 169.57
52.0, 1000.0, 1538061765.0, 169.56, 169.57, 169.55, 169.57, 35.0, 169.56, 20.0, 1, 169.57
53.0, 1000.0, 1538061770.0, 169.58, 169.58, 169.55, 169.55, 13.0, 169.56, 10.0, 0, 169.57
54.0, 1000.0, 1538061775.0, 169.56, 169.57, 169.53, 169.55, 25.0, 169.56, 12.0, 0, 169.57
55.0, 1000.0, 1538061780.0, 169.56, 169.56, 169.54, 169.55, 29.0, 169.55, 14.0, 0, 169.54
